DATE	DEXBZUS	DEXCAUS	DEXCHUS	DEXDNUS	DEXHKUS	DEXINUS	DEXJPUS	DEXKOUS	DEXMAUS	DEXMXUS	DEXNOUS	DEXSDUS	DEXSFUS	DEXSIUS	DEXSLUS	DEXSZUS	DEXTAUS	DEXTHUS	DEXUSAL	DEXUSEU	DEXUSNZ	DEXUSUK	DEXVZUS	DTWEXB	DTWEXM	DTWEXO
2000-10-05	1.8520	1.4954	8.2790	8.5830	7.7963	46.1700	109.30	1120.00	3.8000	9.4575	9.2505	9.8292	7.2700	1.7496	79.1500	1.7491	31.3000	42.5200	0.5350	0.8685	0.4010	1.4502	0.6915	122.0051	104.9973	130.5835
2000-10-06	1.8550	1.5013	8.2790	8.5840	7.7960	46.1700	108.81	1119.00	3.8000	9.4660	9.2505	9.8400	7.3000	1.7490	79.2000	1.7515	31.3100	42.5600	0.5339	0.8680	0.4020	1.4445	0.6918	122.0849	105.0839	130.6403
2000-10-09	.	.	.	.	.	.	.	.	.	.	.	.	7.3000	.	.	.	.	.	.	.	.	.	.	122.0974	105.0839	130.6708
2000-10-10	1.8550	1.5014	8.2789	8.5775	7.7970	46.2500	107.90	1121.90	3.8000	9.4650	9.2680	9.9190	7.3700	1.7500	79.1000	1.7515	31.3100	42.8600	0.5339	0.8682	0.4032	1.4484	0.6922	122.0084	104.8693	130.7966
2000-10-11	1.8600	1.5043	8.2786	8.5450	7.7985	46.3500	107.63	1124.00	3.8000	9.4800	9.2710	9.8650	7.4020	1.7504	79.2000	1.7328	31.3300	43.1400	0.5360	0.8715	0.4061	1.4620	0.6920	121.8994	104.6038	130.9557
2000-10-12	1.8620	1.5085	8.2786	8.6150	7.7968	46.3000	107.58	1124.00	3.8000	9.5200	9.2925	9.9050	7.4600	1.7555	79.2500	1.7415	31.3000	43.5000	0.5320	0.8644	0.3978	1.4735	0.6923	122.2081	104.9015	131.2346
2000-10-13	1.8770	1.5135	8.2784	8.6915	7.7975	46.4500	107.67	1132.00	3.8000	9.5950	9.3830	9.9350	7.4950	1.7545	79.3500	1.7595	31.6000	43.5800	0.5297	0.8568	0.3982	1.4597	0.6925	122.7867	105.4510	131.7710
2000-10-16	1.8710	1.5195	8.2781	8.7725	7.7980	46.4000	108.30	1130.00	3.8000	9.5480	9.4325	10.0130	7.5775	1.7540	79.3500	1.7790	32.0500	43.3100	0.5230	0.8489	0.3950	1.4455	0.6930	123.2494	106.1941	131.7143
2000-10-17	1.8735	1.5184	8.2784	8.7512	7.7975	46.3500	108.15	1136.00	3.8000	9.5470	9.4500	10.0070	7.5650	1.7555	79.3500	1.7773	32.3000	43.4500	0.5188	0.8507	0.3937	1.4426	0.6933	123.2628	106.1032	131.8921
2000-10-18	1.8760	1.5200	8.2781	8.8750	7.7980	46.4500	107.78	1140.00	3.8000	9.5780	9.5775	10.1150	7.7125	1.7570	79.2500	1.7875	32.5000	43.7500	0.5187	0.8391	0.3920	1.4464	0.6924	123.6464	106.5157	132.1711
2000-10-19	1.8750	1.5112	8.2780	8.8470	7.7970	46.4000	108.55	1140.00	3.8000	9.5450	9.5035	10.0650	7.6700	1.7523	79.2500	1.7875	32.3500	43.3900	0.5210	0.8406	0.3945	1.4422	0.6928	123.5086	106.4528	131.9349
2000-10-20	1.8820	1.5119	8.2778	8.8530	7.7975	46.4000	109.04	1132.00	3.8000	9.5580	9.4900	10.1200	7.5850	1.7547	79.3500	1.7885	32.1500	43.7200	0.5280	0.8400	0.4008	1.4448	0.6930	123.5804	106.5663	131.9297
2000-10-23	1.8930	1.5080	8.2784	8.9015	7.7987	46.4500	108.45	1141.00	3.8000	9.5730	9.4940	10.1130	7.5800	1.7547	79.2500	1.7985	32.1000	43.9700	0.5274	0.8364	0.4015	1.4550	0.6936	123.5827	106.4344	132.1453
2000-10-24	1.9010	1.5118	8.2784	8.8995	7.7991	46.4800	108.08	1138.00	3.8000	9.5710	9.5240	10.1280	7.6005	1.7515	79.2500	1.8005	32.0500	43.7700	0.5256	0.8364	0.4027	1.4490	0.6940	123.6028	106.4893	132.1070
2000-10-25	1.9250	1.5164	8.2782	9.0050	7.7990	46.7000	108.05	1140.00	3.8000	9.6270	9.5850	10.2450	7.6200	1.7545	79.2000	1.8165	32.0500	43.6000	0.5191	0.8270	0.3998	1.4335	0.6942	124.1588	107.1413	132.4256
2000-10-26	1.9460	1.5187	8.2785	8.9950	7.8001	46.7000	108.36	1140.00	3.8000	9.6960	9.5890	10.3000	7.6850	1.7553	79.4000	1.8250	32.1900	43.8200	0.5185	0.8271	0.4000	1.4313	0.6944	124.4537	107.2996	132.8932
2000-10-27	1.9310	1.5275	8.2788	8.8560	7.7995	46.7800	108.75	1138.00	3.8000	9.6350	9.4430	10.1238	7.6060	1.7558	79.3500	1.8065	32.2600	43.7700	0.5233	0.8406	0.4025	1.4517	0.6944	124.0482	106.8034	132.6940
2000-10-30	1.9185	1.5311	8.2780	8.6300	7.7997	46.7800	108.99	1140.00	3.8000	9.6040	9.3725	10.0600	7.5590	1.7556	79.5000	1.8068	32.3500	43.7900	0.5235	0.8432	0.4035	1.4530	0.6940	124.0686	106.8060	132.7396
2000-10-31	1.9080	1.5273	8.2775	8.7700	7.7995	46.9000	109.15	1139.00	3.8000	9.5640	9.2790	9.9970	7.5600	1.7568	79.4600	1.7978	32.3500	44.0600	0.5181	0.8486	0.3962	1.4505	0.6942	123.8302	106.5658	132.5404
2000-11-01	1.9090	1.5263	8.2773	8.6700	7.7970	46.8200	108.48	1138.30	3.8000	9.5810	9.2020	9.8920	7.4987	1.7447	79.1000	1.7765	32.3600	43.8200	0.5227	0.8584	0.3955	1.4452	0.6940	123.4095	105.9845	132.4416
2000-11-02	1.9190	1.5333	8.2770	8.6770	7.7951	46.8500	108.39	1134.80	3.8000	9.5810	9.2540	9.9120	7.5300	1.7433	79.1500	1.7799	32.2500	43.8000	0.5208	0.8594	0.3942	1.4440	0.6938	123.4536	106.0985	132.3666
2000-11-03	1.9370	1.5348	8.2768	8.6470	7.7974	46.7000	107.58	1136.30	3.8000	9.6100	9.2310	9.9150	7.5325	1.7335	79.2000	1.7667	32.1500	43.4800	0.5249	0.8614	0.3960	1.4484	0.6950	123.2792	105.8063	132.4084
2000-11-06	1.9410	1.5305	8.2771	8.6820	7.7982	46.6400	107.34	1135.00	3.8000	9.6400	9.3020	9.9980	7.5480	1.7323	80.0600	1.7725	32.1500	43.4000	0.5280	0.8584	0.3993	1.4320	0.6948	123.2820	105.9105	132.2477
2000-11-07	1.9545	1.5315	8.2769	8.6810	7.7985	46.7000	107.30	1139.00	3.8000	9.6475	9.2760	10.0010	7.6240	1.7364	80.3800	1.7728	32.1500	43.6300	0.5280	0.8583	0.3985	1.4310	0.6952	123.4185	105.9345	132.5441
2000-11-08	1.9550	1.5432	8.2772	8.7075	7.7990	46.7200	107.57	1136.50	3.8000	9.6180	9.2950	10.0000	7.6645	1.7383	80.2000	1.7775	32.1300	43.6000	0.5264	0.8559	0.3975	1.4236	0.6954	123.6845	106.3962	132.4553
2000-11-09	1.9630	1.5455	8.2768	8.6944	7.7990	46.7500	107.41	1132.00	3.8000	9.6480	9.2935	10.0220	7.7425	1.7405	79.9000	1.7739	32.1000	43.6000	0.5252	0.8574	0.3995	1.4242	0.6952	123.6953	106.3512	132.5536
2000-11-10	1.9510	1.5460	8.2772	8.6470	7.7992	46.7800	107.83	1137.00	3.8000	9.6050	9.2825	9.9685	7.6020	1.7432	80.0000	1.7657	32.0700	43.7300	0.5220	0.8625	0.3970	1.4305	0.6955	123.5508	106.2049	132.4342
2000-11-13	1.9590	1.5472	8.2768	8.6630	7.7991	46.7700	107.70	1141.00	3.8000	9.5705	9.2945	10.0480	7.6500	1.7435	80.4000	1.7637	32.1700	43.6700	0.5205	0.8607	0.3958	1.4388	0.6956	123.5665	106.2308	132.4313
2000-11-14	1.9450	1.5445	8.2773	8.7065	7.7995	46.8500	108.15	1139.00	3.8000	9.4950	9.3784	10.1048	7.6580	1.7440	80.4000	1.7723	32.1800	43.7300	0.5190	0.8573	0.3958	1.4306	0.6958	123.6181	106.4971	132.1319
2000-11-15	1.9490	1.5510	8.2768	8.7060	7.7995	46.8300	108.75	1138.70	3.8000	9.4650	9.3630	10.0940	7.6890	1.7455	80.4000	1.7815	32.1500	43.6900	0.5203	0.8570	0.3985	1.4257	0.6960	123.7922	106.8182	132.0453
2000-11-16	1.9475	1.5523	8.2773	8.7430	7.7990	46.8500	109.08	1141.30	3.8000	9.4970	9.3710	10.1400	7.6850	1.7525	80.1000	1.7883	32.2400	44.1650	0.5183	0.8532	0.3970	1.4228	0.6960	124.0871	107.1154	132.2922
2000-11-17	1.9680	1.5600	8.2769	8.7550	7.7998	46.8200	108.86	1144.50	3.8000	9.4780	9.3910	10.1700	7.7075	1.7545	80.6000	1.7915	32.3100	44.2600	0.5190	0.8516	0.4005	1.4230	0.6958	124.2397	107.2945	132.3796
2000-11-20	1.9290	1.5592	8.2779	8.7911	7.7999	46.9000	109.79	1157.00	3.8000	9.4570	9.4180	10.2136	7.7675	1.7570	80.7000	1.8000	32.4800	44.3800	0.5134	0.8486	0.3972	1.4222	0.6955	124.5041	107.6549	132.4522
2000-11-21	1.9260	1.5553	8.2786	8.8260	7.7999	46.8500	110.29	1168.00	3.8000	9.4140	9.4970	10.3010	7.8200	1.7569	80.9000	1.7995	32.5000	44.2300	0.5112	0.8458	0.3932	1.4160	0.6960	124.6149	107.8702	132.3813
2000-11-22	1.9290	1.5473	8.2782	8.8600	7.8000	46.8600	110.16	1179.00	3.8000	9.3760	9.5130	10.3020	7.8300	1.7555	81.0000	1.8050	32.9000	43.7000	0.5194	0.8423	0.3993	1.4077	0.6962	124.6238	107.8467	132.4399
2000-11-23	.	.	.	.	.	.	.	.	.	.	.	.	7.8300	.	.	.	.	.	.	.	.	.	.	124.6373	107.8467	132.4728
2000-11-24	1.9590	1.5396	8.2779	8.9020	7.8000	46.9100	111.38	1191.00	3.8000	9.3990	9.5600	10.3600	7.8350	1.7600	81.0000	1.8085	32.9000	43.7700	0.5215	0.8382	0.3993	1.3997	0.6967	124.9585	108.1873	132.7153
2000-11-27	1.9625	1.5348	8.2780	8.7725	7.8000	46.9000	110.70	1189.00	3.8000	9.3710	9.4325	10.2425	7.7710	1.7542	81.0000	1.7803	32.9000	43.5200	0.5261	0.8500	0.4060	1.4155	0.6975	124.3298	107.2673	132.6425
2000-11-28	1.9800	1.5371	8.2777	8.2780	7.8005	46.9300	110.23	1189.00	3.8000	9.4120	9.3930	10.1694	7.7875	1.7560	81.1000	1.7633	32.8500	43.7200	0.5223	0.8547	0.4057	1.4182	0.6970	124.2313	106.9844	132.8523
2000-11-29	1.9580	1.5405	8.2774	8.6975	7.7999	46.9500	111.28	1204.00	3.8000	9.3960	9.3700	10.1330	7.7740	1.7575	81.2000	1.7595	33.0800	43.9200	0.5228	0.8577	0.4042	1.4209	0.6970	124.4025	107.1346	133.0311
2000-11-30	1.9722	1.5355	8.2777	8.5767	7.8000	46.8700	110.93	1217.00	3.8000	9.4100	9.2840	10.0400	7.7500	1.7547	81.2000	1.7365	33.0800	43.8050	0.5262	0.8694	0.4092	1.4210	0.6975	124.0302	106.4385	133.2348
2000-12-01	1.9810	1.5389	8.2775	8.5100	7.8001	46.8900	111.15	1211.00	3.8000	9.4200	9.2475	9.9000	7.6550	1.7490	81.1000	1.7285	33.0500	43.7700	0.5372	0.8765	0.4150	1.4373	0.6977	123.7717	106.0817	133.1744
2000-12-04	1.9840	1.5458	8.2771	8.4050	7.7995	46.8800	111.07	1220.00	3.8000	9.4140	9.1575	9.7250	7.6450	1.7445	81.1000	1.7060	33.0500	43.7000	0.5431	0.8875	0.4216	1.4523	0.6978	123.4795	105.5936	133.2448
2000-12-05	1.9600	1.5438	8.2770	8.4705	7.8000	46.8000	111.00	1204.00	3.8000	9.3750	9.1840	9.7420	7.6550	1.7438	81.1000	1.7153	33.0500	43.6800	0.5405	0.8804	0.4209	1.4410	0.6980	123.5289	105.9078	132.8582
2000-12-06	1.9670	1.5323	8.2770	8.3970	7.7974	46.7800	110.42	1201.00	3.8000	9.4080	9.0711	9.6300	7.5820	1.7430	81.2000	1.7078	33.0500	43.6200	0.5448	0.8877	0.4250	1.4365	0.6983	123.1600	105.2539	133.0076
2000-12-07	1.9740	1.5223	8.2770	8.3900	7.7975	46.8000	110.70	1201.00	3.8000	9.4290	9.1250	9.7130	7.6175	1.7335	81.2000	1.7015	33.0800	43.4400	0.5470	0.8891	0.4272	1.4400	0.6980	123.0288	105.0339	133.0415
2000-12-08	1.9690	1.5205	8.2769	8.4340	7.7963	46.8000	111.29	1192.00	3.8000	9.3990	9.1550	9.7350	7.6400	1.7363	81.1000	1.7063	33.0600	43.6100	0.5445	0.8838	0.4274	1.4442	0.6980	123.1287	105.3091	132.8409
2000-12-11	1.9620	1.5227	8.2773	8.4980	7.7969	46.7800	110.77	1184.00	3.8000	9.4465	9.2110	9.7205	7.6680	1.7332	82.1000	1.7150	33.1000	43.4900	0.5400	0.8771	0.4227	1.4554	0.6967	123.1983	105.4365	132.8061
2000-12-12	1.9680	1.5249	8.2771	8.4945	7.7974	46.7800	111.50	1191.00	3.8000	9.4710	9.2110	9.7195	7.7430	1.7355	82.1000	1.7144	33.0600	43.5500	0.5420	0.8775	0.4214	1.4480	0.6986	123.4453	105.6687	133.0385
2000-12-13	1.9650	1.5205	8.2770	8.5140	7.8003	46.8000	112.40	1192.10	3.8000	9.4505	9.2470	9.7920	7.7725	1.7415	82.2000	1.7175	33.1600	43.6000	0.5380	0.8755	0.4205	1.4510	0.6988	123.5763	105.8613	133.0497
2000-12-14	1.9650	1.5165	8.2768	8.4180	7.8003	46.8000	112.42	1203.00	3.8000	9.4170	9.1750	9.6800	7.7375	1.7380	82.2500	1.6990	33.1000	43.5500	0.5397	0.8858	0.4211	1.4665	0.6993	123.1279	105.2311	132.9654
2000-12-15	1.9650	1.5174	8.2768	8.3000	7.8000	46.8000	112.55	1208.00	3.8000	9.4090	9.0280	9.6000	7.6900	1.7355	82.3500	1.6795	33.1000	43.4500	0.5458	0.8981	0.4279	1.4763	0.6985	122.7747	104.6910	132.9720
2000-12-18	1.9530	1.5254	8.2774	8.3530	7.8000	46.7900	112.06	1206.00	3.8000	9.3800	9.0575	9.6800	7.6800	1.7373	82.3500	1.6845	33.1000	43.3600	0.5416	0.8929	0.4310	1.4677	0.6990	122.9481	105.0436	132.8264
2000-12-19	1.9550	1.5220	8.2772	8.3810	7.7997	46.7500	112.55	1209.00	3.8000	9.3700	9.1060	9.7810	7.7150	1.7375	82.7000	1.6940	33.1000	42.9700	0.5435	0.8902	0.4292	1.4620	0.6995	123.0474	105.2465	132.7419
2000-12-20	1.9580	1.5215	8.2769	8.2310	7.8002	46.7500	112.58	1218.00	3.8000	9.4350	8.9960	9.5900	7.6600	1.7318	82.8000	1.6765	33.1800	42.6800	0.5491	0.9058	0.4356	1.4737	0.6990	122.6756	104.5059	133.0291
2000-12-21	1.9530	1.5185	8.2768	8.1900	7.7993	46.7400	112.18	1228.80	3.8000	9.5850	8.9830	9.5870	7.6300	1.7317	82.7000	1.6722	33.2000	42.5500	0.5533	0.9112	0.4384	1.4707	0.7000	122.6962	104.1664	133.6381
2000-12-22	1.9580	1.5168	8.2777	8.0820	7.7999	46.7700	112.75	1237.30	3.8000	9.6040	8.8600	9.5390	7.5675	1.7258	82.2000	1.6485	33.2000	42.1000	0.5550	0.9230	0.4405	1.4783	0.7000	122.4400	103.7337	133.7147
2000-12-25	.	.	.	.	.	.	.	.	.	.	.	.	7.5675	.	.	.	.	.	.	.	.	.	.	122.4424	103.7337	133.7207
2000-12-26	1.9610	1.5099	8.2769	8.0300	7.7993	46.7500	113.62	1252.50	3.8000	9.5300	8.8082	9.5020	7.5500	1.7270	82.4000	1.6342	33.2000	42.3000	0.5588	0.9292	0.4420	1.4800	0.6995	122.2656	103.5028	133.6622
2000-12-27	1.9600	1.5110	8.2770	8.0190	7.7988	46.7300	114.20	1260.00	3.8000	9.5770	8.8825	9.5725	7.5375	1.7325	82.4500	1.6435	33.2500	42.7200	0.5590	0.9304	0.4435	1.4912	0.6997	122.4549	103.5581	134.0435
2000-12-28	1.9550	1.5073	8.2781	8.0570	7.7990	46.7500	114.62	1253.00	3.8000	9.6070	8.9260	9.5550	7.5625	1.7335	82.4500	1.6450	33.2000	43.3300	0.5522	0.9257	0.4398	1.4907	0.7003	122.6358	103.7572	134.1648
2000-12-29	1.9510	1.4995	8.2774	7.9442	7.7999	46.7500	114.35	1267.00	3.8000	9.6180	8.8010	9.4440	7.5700	1.7315	82.7500	1.6202	33.1700	43.4500	0.5560	0.9388	0.4423	1.4955	0.7005	122.1918	102.9824	134.3455
2001-01-01	.	.	.	.	.	.	.	.	.	.	.	.	7.5700	.	.	.	.	.	.	.	.	.	.	122.1916	102.9824	134.3451
2001-01-02	1.9380	1.4963	8.2779	7.8845	7.8000	46.7400	114.73	1279.00	3.8000	9.7140	8.7600	9.4150	7.5690	1.7370	82.6000	1.6075	33.0000	43.7900	0.5592	0.9465	0.4432	1.4977	0.7008	122.1533	102.6555	134.8034
2001-01-03	1.9460	1.4982	8.2773	7.8750	7.8000	46.7500	114.26	1271.50	3.8000	9.8360	8.7600	9.4450	7.5025	1.7325	82.7000	1.6025	33.0780	43.7000	0.5635	0.9473	0.4463	1.5045	0.7002	122.2088	102.5145	135.1850
2001-01-04	1.9380	1.4985	8.2781	7.8991	7.7998	46.7800	115.47	1265.00	3.8000	9.6980	8.7628	9.4220	7.5430	1.7370	82.7500	1.6115	33.0000	43.5300	0.5655	0.9448	0.4457	1.4930	0.6994	122.2360	102.9134	134.5741
2001-01-05	1.9530	1.5003	8.2775	7.8260	7.7993	46.7600	116.19	1264.70	3.8000	9.7530	8.7010	9.3380	7.5600	1.7322	83.1500	1.6025	32.9270	43.2600	0.5712	0.9535	0.4518	1.4990	0.6988	122.1557	102.6745	134.7771
2001-01-08	1.9540	1.4944	8.2778	7.8705	7.7998	46.7300	115.97	1263.60	3.8000	9.6910	8.7435	9.4180	7.5950	1.7275	82.9500	1.6076	32.8500	42.9500	0.5660	0.9486	0.4505	1.4969	0.6990	122.0973	102.7490	134.5026
2001-01-09	1.9410	1.4973	8.2771	7.9375	7.8000	46.6800	116.64	1253.30	3.8000	9.7460	8.7750	9.4980	7.7200	1.7328	82.9000	1.6210	32.6300	43.1300	0.5628	0.9397	0.4475	1.4900	0.6993	122.5004	103.3505	134.5019
2001-01-10	1.9410	1.4993	8.2769	7.9525	7.8000	46.6800	116.26	1270.00	3.8000	9.8145	8.7250	9.4325	7.9780	1.7333	83.0000	1.6255	32.6500	43.2000	0.5572	0.9387	0.4447	1.4910	0.6997	122.6811	103.3662	134.9319
2001-01-11	1.9490	1.4978	8.2767	7.8385	7.8000	46.6800	117.56	1279.20	3.8000	9.8450	8.5940	9.3250	7.8450	1.7352	83.4200	1.6123	32.6700	43.5700	0.5595	0.9520	0.4495	1.4965	0.6998	122.5509	103.0003	135.2241
2001-01-12	1.9490	1.4967	8.2768	7.8720	7.8001	47.4700	117.76	1279.20	3.8000	9.8775	8.6645	9.3440	7.8250	1.7328	85.0000	1.6232	32.6700	43.3400	0.5557	0.9486	0.4452	1.4778	0.6995	122.8068	103.3016	135.3598
2001-01-15	.	.	.	.	.	.	.	.	.	.	.	.	7.8250	.	.	.	.	.	.	.	.	.	.	122.8088	103.3016	135.3648
2001-01-16	1.9540	1.5037	8.2766	7.9650	7.7997	46.5500	117.28	1283.80	3.8000	9.9720	8.7675	9.5050	7.8250	1.7338	84.9900	1.6390	32.6450	43.0900	0.5549	0.9374	0.4450	1.4675	0.6999	123.3329	103.9013	135.6726
2001-01-17	1.9540	1.5123	8.2764	8.0150	7.8000	46.4800	118.35	1279.00	3.8000	9.8800	8.7925	9.5650	7.8575	1.7340	84.9900	1.6520	32.6700	43.3000	0.5514	0.9306	0.4440	1.4723	0.6995	123.6600	104.5379	135.4228
2001-01-18	1.9530	1.5162	8.2764	7.9035	7.7997	46.4500	117.78	1286.00	3.8000	9.8850	8.7010	9.4300	7.8675	1.7393	85.1000	1.6195	32.6700	43.2500	0.5562	0.9446	0.4472	1.4755	0.6998	123.2713	103.8760	135.5599
2001-01-19	1.9600	1.5155	8.2764	7.9740	7.7997	46.4300	117.23	1276.12	3.8000	9.7900	8.7700	9.4630	7.8740	1.7380	85.1000	1.6334	32.6100	43.1000	0.5570	0.9363	0.4482	1.4683	0.7000	123.0721	104.1420	134.6092
2001-01-22	1.9580	1.5072	8.2782	7.9795	7.7997	46.4300	116.62	1275.10	3.8000	9.7850	8.7812	9.5180	7.8700	1.7373	85.2000	1.6370	32.5900	43.1300	0.5544	0.9374	0.4467	1.4650	0.7000	122.9304	103.8717	134.7069
2001-01-23	1.9590	1.5073	8.2786	7.9560	7.7996	46.3900	116.95	1275.10	3.8000	9.7680	8.8130	9.5320	7.8350	1.7425	85.3500	1.6330	32.6000	43.0300	0.5528	0.9389	0.4456	1.4715	0.7003	122.8920	103.8366	134.6694
2001-01-24	1.9620	1.5126	8.2786	8.0725	7.8000	46.4200	118.18	1275.80	3.8000	9.6920	8.8890	9.6220	7.8800	1.7445	91.0000	1.6547	32.6000	43.1300	0.5449	0.9258	0.4392	1.4616	0.7006	123.4302	104.8109	134.3894
2001-01-25	1.9740	1.5080	8.2786	8.1030	7.7997	46.5400	116.91	1277.50	3.8000	9.6870	8.9150	9.6900	7.8650	1.7420	93.0000	1.6558	32.5750	42.9700	0.5451	0.9219	0.4345	1.4605	0.7000	123.3549	104.6527	134.4647
2001-01-26	1.9770	1.5066	8.2786	8.0995	7.7995	46.5300	117.16	1281.90	3.8000	9.6970	8.9110	9.6310	7.8950	1.7500	89.9000	1.6582	32.5750	42.8500	0.5432	0.9213	0.4354	1.4590	0.7008	123.4455	104.7016	134.6100
2001-01-29	1.9770	1.5010	8.2786	8.1306	7.7999	46.5000	116.67	1266.00	3.8000	9.6695	8.9148	9.6442	7.8750	1.7470	89.5000	1.6560	32.5450	42.6300	0.5432	0.9181	0.4340	1.4570	0.7010	123.2796	104.6291	134.3154
2001-01-30	1.9695	1.4985	8.2786	8.0490	7.7995	46.4600	115.75	1265.50	3.8000	9.6650	8.8400	9.5510	7.8000	1.7460	89.9000	1.6455	32.2300	42.6800	0.5474	0.9264	0.4410	1.4615	0.7013	122.8082	104.0110	134.1660
2001-01-31	1.9720	1.4995	8.2781	8.0173	7.7995	46.4400	116.39	1258.00	3.8000	9.6790	8.8353	9.5227	7.7700	1.7438	90.0000	1.6425	32.3500	42.4900	0.5480	0.9308	0.4425	1.4613	0.7013	122.7635	103.9750	134.1142
2001-02-01	1.9825	1.4948	8.2772	7.9520	7.7990	46.4100	115.33	1257.00	3.8000	9.7330	8.7550	9.4890	7.7300	1.7370	90.4000	1.6330	32.3900	42.3000	0.5540	0.9384	0.4477	1.4775	0.7013	122.3645	103.2447	134.3380
2001-02-02	1.9940	1.4933	8.2774	7.9775	7.7993	46.4400	115.65	1249.50	3.8000	9.7690	8.7525	9.5125	7.7750	1.7390	88.5000	1.6425	32.3000	42.3800	0.5521	0.9357	0.4450	1.4692	0.7020	122.5310	103.4570	134.3996
2001-02-05	1.9960	1.5050	8.2770	7.9465	7.7994	46.4300	114.99	1263.00	3.8000	9.7800	8.7275	9.5100	7.7775	1.7413	88.5000	1.6355	32.3300	42.4700	0.5508	0.9395	0.4422	1.4750	0.7015	122.5743	103.3898	134.6225
2001-02-06	1.9970	1.5080	8.2766	8.0250	7.8000	46.4200	114.88	1259.00	3.8000	9.6890	8.7800	9.5670	7.7900	1.7435	87.3000	1.6538	32.2700	42.4000	0.5490	0.9304	0.4431	1.4585	0.7015	122.7739	103.9290	134.2173
2001-02-07	2.0060	1.5110	8.2765	8.0025	7.8000	46.4600	116.21	1270.00	3.8000	9.6940	8.7750	9.5375	7.8800	1.7485	87.5000	1.6475	32.2700	42.7000	0.5462	0.9331	0.4436	1.4633	0.7024	122.9752	104.0981	134.4395
2001-02-08	1.9920	1.5117	8.2763	8.1270	7.8000	46.4600	116.30	1267.00	3.8000	9.6570	8.8900	9.6720	7.9875	1.7480	87.5000	1.6707	32.2700	42.5200	0.5361	0.9184	0.4341	1.4440	0.7030	123.4249	104.9232	134.1897
2001-02-09	1.9860	1.5090	8.2764	8.0525	7.7998	46.5400	117.57	1265.00	3.8000	9.7640	8.8500	9.6325	7.8670	1.7470	86.9000	1.6560	32.2700	42.6200	0.5367	0.9267	0.4385	1.4490	0.7025	123.4168	104.7196	134.5081
2001-02-12	1.9830	1.5205	8.2774	8.0340	7.8000	46.5600	117.62	1264.10	3.8000	9.7410	8.8425	9.6620	7.8350	1.7458	86.6000	1.6557	32.2900	42.6200	0.5381	0.9287	0.4364	1.4513	0.7030	123.4822	104.8748	134.4135
2001-02-13	1.9820	1.5214	8.2765	8.1050	7.8000	46.6000	117.30	1255.50	3.8000	9.7040	8.9200	9.7975	7.9010	1.7453	87.5000	1.6683	32.3500	42.5200	0.5337	0.9204	0.4340	1.4510	0.7030	123.6081	105.2161	134.1615
2001-02-14	1.9890	1.5287	8.2764	8.1160	7.7999	46.6500	116.65	1252.50	3.8000	9.7180	8.9405	9.8330	7.8800	1.7455	87.0000	1.6690	32.3200	42.4000	0.5282	0.9197	0.4287	1.4578	0.7040	123.6549	105.2549	134.2139
2001-02-15	1.9840	1.5275	8.2772	8.2508	7.8000	46.6300	115.67	1242.00	3.8000	9.6800	9.0380	9.8820	7.8775	1.7435	85.9000	1.6920	32.3100	42.4200	0.5240	0.9057	0.4250	1.4490	0.7038	123.8464	105.7099	133.9400
2001-02-16	1.9930	1.5368	8.2770	8.1470	7.8000	46.5500	115.46	1244.00	3.8000	9.7030	8.9365	9.8020	7.8460	1.7386	87.0000	1.6763	32.3200	42.4700	0.5305	0.9162	0.4303	1.4505	0.7038	123.6806	105.3787	134.0734
2001-02-19	.	.	.	.	.	.	.	.	.	.	.	.	7.8460	.	.	.	.	.	.	.	.	.	.	123.6813	105.3787	134.0749
2001-02-20	2.0090	1.5399	8.2767	8.2080	7.8000	46.6600	115.57	1234.00	3.8000	9.6800	9.0550	9.8765	7.7640	1.7400	85.4000	1.6870	32.3000	42.7900	0.5224	0.9096	0.4278	1.4436	0.7043	123.9539	105.8325	134.0053
2001-02-21	2.0190	1.5370	8.2772	8.2300	7.8000	46.6500	116.45	1240.00	3.8000	9.7000	9.0825	9.9400	7.8000	1.7445	85.5000	1.6897	32.3000	42.9400	0.5234	0.9077	0.4295	1.4385	0.7045	124.2036	106.0628	134.2473
2001-02-22	2.0440	1.5378	8.2769	8.2320	7.8000	46.6300	116.53	1241.10	3.8000	9.7350	9.0970	9.9730	7.8400	1.7445	87.0000	1.6903	32.3800	43.0200	0.5246	0.9069	0.4302	1.4447	0.7052	124.3193	106.0827	134.5020
2001-02-23	2.0470	1.5378	8.2774	8.2080	7.7999	46.6500	116.15	1249.10	3.8000	9.7140	9.0370	9.9530	7.8500	1.7448	87.0000	1.6885	32.4000	43.0600	0.5218	0.9095	0.4305	1.4470	0.7045	124.2092	105.8993	134.5302
2001-02-26	2.0300	1.5314	8.2776	8.2080	7.7999	46.6600	116.63	1247.10	3.8000	9.6680	9.0360	9.9220	7.7820	1.7443	86.0800	1.6895	32.4000	43.0500	0.5213	0.9093	0.4271	1.4440	0.7039	124.1311	105.8844	134.3605
2001-02-27	2.0340	1.5261	8.2781	8.1730	7.8000	46.6800	116.20	1249.50	3.8000	9.6840	9.0050	9.9080	7.7230	1.7410	87.0000	1.6837	32.4000	42.8500	0.5236	0.9128	0.4318	1.4405	0.7049	123.9405	105.5642	134.4142
