DATE	DEXBZUS	DEXCAUS	DEXCHUS	DEXDNUS	DEXHKUS	DEXINUS	DEXJPUS	DEXKOUS	DEXMAUS	DEXMXUS	DEXNOUS	DEXSDUS	DEXSFUS	DEXSIUS	DEXSLUS	DEXSZUS	DEXTAUS	DEXTHUS	DEXUSAL	DEXUSEU	DEXUSNZ	DEXUSUK	DEXVZUS	DTWEXB	DTWEXM	DTWEXO
1971-01-04		1.0109		7.4850			357.73		3.0867		7.1359	5.1643				4.3180			1.1127		1.1138	2.3938				
1971-01-05		1.0102		7.4872			357.81		3.0861		7.1422	5.1628				4.3117			1.1132		1.1143	2.3949				
1971-01-06		1.0106		7.4839			357.86		3.0845		7.1367	5.1614				4.3113			1.1140		1.1151	2.3967				
1971-01-07		1.0148		7.4850			357.87		3.0850		7.1386	5.1649				4.3103			1.1138		1.1150	2.3963				
1971-01-08		1.0154		7.4850			357.82		3.0845		7.1382	5.1631				4.3109			1.1124		1.1154	2.3972				
1971-01-11		1.0159		7.4850			357.95		3.0814		7.1390	5.1642				4.3102			1.1152		1.1163	2.3992				
1971-01-12		1.0130		7.4849			358.06		3.0807		7.1411	5.1643				4.3099			1.1156		1.1167	2.4001				
1971-01-13		1.0122		7.4812			358.44		3.0782		7.1390	5.1615				4.3095			1.1165		1.1177	2.4021				
1971-01-14		1.0133		7.4844			358.40		3.0750		7.1403	5.1625				4.3095			1.1189		1.1200	2.4071				
1971-01-15		1.0135		7.4839			358.40		3.0764		7.1414	5.1640				4.3076			1.1182		1.1193	2.4057				
1971-01-18		1.0126		7.4836			358.29		3.0755		7.1406	5.1651				4.3029			1.1179		1.1191	2.4052				
1971-01-19		1.0111		7.4836			358.35		3.0719		7.1429	5.1657				4.3006			1.1193		1.1205	2.4081				
1971-01-20		1.0115		7.4833			358.40		3.0725		7.1429	5.1636				4.3010			1.1193		1.1204	2.4080				
1971-01-21		1.0109		7.4848			358.27		3.0716		7.1443	5.1648				4.3017			1.1198		1.1210	2.4092				
1971-01-22		1.0117		7.4850			357.90		3.0703		7.1429	5.1626				4.2996			1.1204		1.1215	2.4103				
1971-01-25		1.0111		7.4867			357.73		3.0675		7.1435	5.1626				4.3005			1.1224		1.1236	2.4147				
1971-01-26		1.0107		7.4848			357.78		3.0665		7.1443	5.1640				4.2987			1.1230		1.1241	2.4160				
1971-01-27		1.0101		7.4834			357.79		3.0653		7.1414	5.1635				4.2973			1.1230		1.1242	2.4161				
1971-01-28		1.0090		7.4853			357.83		3.0653		7.1431	5.1653				4.2978			1.1234		1.1246	2.4169				
1971-01-29		1.0080		7.4868			357.72		3.0647		7.1445	5.1675				4.2963			1.1236		1.1248	2.4174				
1971-02-01		1.0076		7.4858			357.67		3.0631		7.1465	5.1778				4.2968			1.1241		1.1253	2.4184				
1971-02-02		1.0087		7.4858			357.55		3.0650		7.1465	5.1778				4.2969			1.1240		1.1251	2.4181				
1971-02-03		1.0085		7.4844			357.54		3.0647		7.1439	5.1742				4.2965			1.1241		1.1253	2.4184				
1971-02-04		1.0078		7.4854			357.51		3.0687		7.1431	5.1733				4.2966			1.1233		1.1245	2.4167				
1971-02-05		1.0078		7.4875			357.53		3.0689		7.1435	5.1784				4.2969			1.1224		1.1235	2.4147				
1971-02-08		1.0083		7.4874			357.49		3.0687		7.1429	5.1813				4.2979			1.1240		1.1252	2.4182				
1971-02-09		1.0083		7.4850			357.50		3.0691		7.1397	5.1811				4.2969			1.1226		1.1237	2.4151				
1971-02-10		1.0086		7.4883			357.50		3.0665		7.1412	5.1799				4.2972			1.1229		1.1241	2.4159				
1971-02-11		1.0086		7.4881			357.50		3.0665		7.1410	5.1778				4.2967			1.1229		1.1240	2.4158				
1971-02-12		.		.			.		.		.	.				.			.		.	.				
1971-02-15		.		.			.		.		.	.				.			.		.	.				
1971-02-16		1.0084		7.4881			357.53		3.0659		7.1406	5.1752				4.2968			1.1245		1.1257	2.4193				
1971-02-17		1.0087		7.4846			357.53		3.0650		7.1390	5.1706				4.2968			1.1245		1.1257	2.4193				
1971-02-18		1.0076		7.4848			357.53		3.0650		7.1418	5.1700				4.2967			1.1244		1.1256	2.4191				
1971-02-19		1.0066		7.4864			357.56		3.0650		7.1437	5.1692				4.2963			1.1244		1.1255	2.4190				
1971-02-22		1.0043		7.4841			357.60		3.0650		7.1434	5.1664				4.2958			1.1245		1.1256	2.4192				
1971-02-23		1.0035		7.4832			357.55		3.0650		7.1429	5.1610				4.2957			1.1245		1.1257	2.4193				
1971-02-24		1.0075		7.4828			357.60		3.0650		7.1418	5.1631				4.3015			1.1245		1.1257	2.4193				
1971-02-25		1.0066		7.4818			357.56		3.0656		7.1414	5.1652				4.3073			1.1238		1.1249	2.4177				
1971-02-26		1.0070		7.4834			357.56		3.0662		7.1420	5.1652				4.3070			1.1230		1.1241	2.4160				
1971-03-01		1.0076		7.4826			357.63		3.0675		7.1416	5.1631				4.3073			1.1231		1.1242	2.4162				
1971-03-02		1.0071		7.4826			357.56		3.0669		7.1413	5.1638				4.3054			1.1241		1.1253	2.4184				
1971-03-03		1.0073		7.4794			357.49		3.0659		7.1376	5.1622				4.3039			1.1245		1.1257	2.4193				
1971-03-04		1.0064		7.4818			357.45		3.0662		7.1389	5.1631				4.3068			1.1239		1.1250	2.4179				
1971-03-05		1.0047		7.4834			357.59		3.0662		7.1382	5.1631				4.3066			1.1241		1.1252	2.4183				
1971-03-08		1.0030		7.4825			357.55		3.0647		7.1365	5.1635				4.3020			1.1245		1.1256	2.4192				
1971-03-09		1.0040		7.4816			357.46		3.0653		7.1352	5.1644				4.3011			1.1244		1.1256	2.4188				
1971-03-10		1.0036		7.4794			357.59		3.0653		7.1352	5.1625				4.3040			1.1245		1.1256	2.4192				
1971-03-11		1.0049		7.4807			357.56		3.0662		7.1367	5.1636				4.3012			1.1243		1.1254	2.4188				
1971-03-12		1.0056		7.4794			357.58		3.0653		7.1363	5.1626				4.3010			1.1245		1.1257	2.4193				
1971-03-15		1.0059		7.4791			357.54		3.0653		7.1380	5.1626				4.3004			1.1245		1.1257	2.4193				
1971-03-16		1.0052		7.4791			357.49		3.0662		7.1380	5.1623				4.3002			1.1241		1.1252	2.4183				
1971-03-17		1.0056		7.4783			357.53		3.0653		7.1390	5.1613				4.2995			1.1246		1.1257	2.4194				
1971-03-18		1.0065		7.4818			357.56		3.0656		7.1390	5.1625				4.2983			1.1244		1.1255	2.4190				
1971-03-19		1.0077		7.4831			357.56		3.0656		7.1387	5.1621				4.2972			1.1244		1.1255	2.4190				
1971-03-22		1.0079		7.4818			357.44		3.0653		7.1412	5.1617				4.2971			1.1245		1.1257	2.4193				
1971-03-23		1.0078		7.4808			357.53		3.0655		7.1414	5.1620				4.2972			1.1245		1.1257	2.4193				
1971-03-24		1.0076		7.4783			357.53		3.0655		7.1390	5.1613				4.2968			1.1246		1.1257	2.4194				
1971-03-25		1.0070		7.4802			357.47		3.0662		7.1388	5.1626				4.2969			1.1241		1.1253	2.4185				
1971-03-26		1.0074		7.4827			357.47		3.0662		7.1365	5.1637				4.2959			1.1243		1.1254	2.4188				
1971-03-29		1.0075		7.4835			357.44		3.0659		7.1348	5.1648				4.2966			1.1246		1.1257	2.4194				
1971-03-30		1.0082		7.4792			357.49		3.0669		7.1327	5.1631				4.2958			1.1240		1.1251	2.4181				
1971-03-31		1.0081		7.4764			357.42		3.0678		7.1314	5.1624				4.2954			1.1234		1.1245	2.4168				
1971-04-01		1.0076		7.4805			357.49		3.0694		7.1325	5.1645				4.2955			1.1224		1.1235	2.4147				
1971-04-02		1.0073		7.4833			357.53		3.0703		7.1329	5.1644				4.2947			1.1213		1.1225	2.4125				
1971-04-05		1.0071		7.4846			357.50		3.0703		7.1329	5.1646				4.2971			1.1230		1.1242	2.4161				
1971-04-06		1.0062		7.4878			357.46		3.0675		7.1291	5.1628				4.2974			1.1243		1.1255	2.4189				
1971-04-07		1.0069		7.4859			357.55		3.0687		7.1289	5.1637				4.2960			1.1234		1.1246	2.4170				
1971-04-08		1.0071		7.4861			357.55		3.0691		7.1284	5.1653				4.2937			1.1233		1.1245	2.4167				
1971-04-09		1.0068		7.4855			357.50		3.0691		7.1278	5.1650				4.2951			1.1233		1.1245	2.4167				
1971-04-12		1.0069		7.4864			357.50		3.0687		7.1289	5.1646				4.2969			1.1234		1.1246	2.4169				
1971-04-13		1.0076		7.4891			357.62		3.0691		7.1304	5.1653				4.3019			1.1233		1.1245	2.4167				
1971-04-14		1.0081		7.4864			357.58		3.0684		7.1286	5.1644				4.3024			1.1239		1.1250	2.4180				
1971-04-15		1.0075		7.4878			357.50		3.0659		7.1276	5.1633				4.2992			1.1242		1.1254	2.4187				
1971-04-16		1.0068		7.4903			357.54		3.0659		7.1273	5.1615				4.3019			1.1242		1.1253	2.4186				
1971-04-19		1.0073		7.4892			357.49		3.0653		7.1259	5.1619				4.3052			1.1245		1.1256	2.4193				
1971-04-20		1.0075		7.4881			357.49		3.0653		7.1253	5.1623				4.3039			1.1245		1.1257	2.4193				
1971-04-21		1.0073		7.4854			357.49		3.0653		7.1236	5.1611				4.3008			1.1246		1.1258	2.4196				
1971-04-22		1.0076		7.4905			357.49		3.0656		7.1268	5.1620				4.2995			1.1242		1.1254	2.4187				
1971-04-23		1.0085		7.4909			357.49		3.0656		7.1289	5.1612				4.3025			1.1243		1.1255	2.4189				
1971-04-26		1.0092		7.4937			357.50		3.0656		7.1289	5.1624				4.3008			1.1243		1.1254	2.4188				
1971-04-27		1.0095		7.4937			357.49		3.0653		7.1301	5.1615				4.2990			1.1244		1.1255	2.4190				
1971-04-28		1.0089		7.4948			357.50		3.0653		7.1263	5.1615				4.2957			1.1246		1.1258	2.4195				
1971-04-29		1.0086		7.4960			357.41		3.0653		7.1291	5.1616				4.2957			1.1245		1.1256	2.4192				
1971-04-30		1.0091		7.4960			357.40		3.0653		7.1312	5.1614				4.2959			1.1245		1.1257	2.4193				
1971-05-03		1.0089		7.4982			357.41		3.0653		7.1309	5.1620				4.2955			1.1243		1.1255	2.4189				
1971-05-04		1.0090		7.4989			357.40		3.0656		7.1308	5.1613				4.2952			1.1242		1.1253	2.4185				
1971-05-05		1.0074		7.4963			357.40		3.0656		7.1279	5.1673				4.1841			1.1246		1.1257	2.4194				
1971-05-06		1.0074		7.5042			357.41		3.0670		7.1240	5.1724				4.1667			1.1242		1.1253	2.4185				
1971-05-07		1.0069		7.5019			357.41		3.0640		7.1247	5.1726				4.1374			1.1243		1.1255	2.4188				
1971-05-10		1.0084		7.5052			357.14		3.0669		7.1103	5.1683				4.1076			1.1236		1.1248	2.4173				
1971-05-11		1.0084		7.5067			357.44		3.0672		7.1138	5.1731				4.1164			1.1235		1.1246	2.4170				
1971-05-12		1.0083		7.5058			357.53		3.0659		7.1162	5.1714				4.1095			1.1240		1.1252	2.4183				
1971-05-13		1.0089		7.5033			357.49		3.0675		7.1133	5.1655				4.0950			1.1240		1.1252	2.4183				
1971-05-14		1.0089		7.5019			357.49		3.0665		7.1111	5.1664				4.0950			1.1242		1.1253	2.4186				
1971-05-17		1.0089		7.5019			357.40		3.0615		7.1116	5.1634				4.0914			1.1245		1.1256	2.4193				
1971-05-18		1.0089		7.4998			357.44		3.0615		7.1080	5.1622				4.0872			1.1244		1.1255	2.4190				
1971-05-19		1.0095		7.4993			357.40		3.0615		7.1076	5.1645				4.0866			1.1246		1.1257	2.4194				
1971-05-20		1.0093		7.4996			357.46		3.0606		7.1086	5.1649				4.0869			1.1245		1.1256	2.4193				
1971-05-21		1.0092		7.4989			357.40		3.0597		7.1086	5.1645				4.0733			1.1246		1.1257	2.4194				
1971-05-24		1.0090		7.4963			357.40		3.0609		7.1066	5.1630				4.0771			1.1246		1.1257	2.4194				
1971-05-25		1.0091		7.4956			357.40		3.0618		7.1086	5.1644				4.0868			1.1244		1.1255	2.4190				
1971-05-26		1.0086		7.4934			357.44		3.0609		7.1083	5.1632				4.0882			1.1246		1.1257	2.4194				
1971-05-27		1.0093		7.4942			357.40		3.0609		7.1084	5.1653				4.0984			1.1243		1.1254	2.4187				
1971-05-28		1.0101		7.4946			357.40		3.0600		7.1115	5.1648				4.1058			1.1238		1.1250	2.4178				
1971-05-31		.		.			.		.		.	.				.			.		.	.				
1971-06-01		1.0126		7.4963			357.46		3.0609		7.1136	5.1661				4.1059			1.1231		1.1243	2.4162				
1971-06-02		1.0134		7.4986			357.40		3.0609		7.1132	5.1675				4.0995			1.1234		1.1246	2.4170				
1971-06-03		1.0185		7.4984			357.46		3.0572		7.1136	5.1650				4.0898			1.1243		1.1254	2.4188				
1971-06-04		1.0174		7.4956			357.40		3.0586		7.1143	5.1645				4.0940			1.1244		1.1255	2.4190				
1971-06-07		1.0161		7.4934			357.40		3.0572		7.1126	5.1639				4.0879			1.1245		1.1256	2.4192				
1971-06-08		1.0179		7.4934			357.40		3.0548		7.1130	5.1640				4.0896			1.1243		1.1254	2.4188				
1971-06-09		1.0186		7.4946			357.40		3.0544		7.1111	5.1626				4.0909			1.1246		1.1257	2.4194				
1971-06-10		1.0239		7.4963			357.40		3.0562		7.1111	5.1632				4.0851			1.1245		1.1256	2.4193				
1971-06-11		1.0239		7.4963			357.40		3.0544		7.1111	5.1620				4.0885			1.1246		1.1257	2.4194				
1971-06-14		1.0232		7.4934			357.40		3.0530		7.1114	5.1628				4.0901			1.1242		1.1254	2.4186				
1971-06-15		1.0248		7.4945			357.46		3.0553		7.1136	5.1651				4.0948			1.1242		1.1254	2.4187				
1971-06-16		1.0244		7.4929			357.46		3.0562		7.1124	5.1643				4.0907			1.1245		1.1256	2.4193				
1971-06-17		1.0242		7.4910			357.46		3.0548		7.1128	5.1626				4.0940			1.1243		1.1255	2.4189				
1971-06-18		1.0225		7.4918			357.40		3.0544		7.1134	5.1625				4.0931			1.1244		1.1256	2.4191				
1971-06-21		1.0242		7.4925			357.40		3.0553		7.1114	5.1621				4.0929			1.1244		1.1256	2.4191				
1971-06-22		1.0243		7.4928			357.40		3.0548		7.1115	5.1614				4.0961			1.1244		1.1255	2.4190				
1971-06-23		1.0234		7.4945			357.40		3.0581		7.1088	5.1586				4.0943			1.1246		1.1258	2.4195				
1971-06-24		1.0242		7.4954			357.40		3.0604		7.1092	5.1593				4.0940			1.1244		1.1256	2.4191				
1971-06-25		1.0233		7.4951			357.40		3.0558		7.1084	5.1585				4.0944			1.1244		1.1256	2.4191				
1971-06-28		1.0221		7.4963			357.37		3.0558		7.1071	5.1613				4.0981			1.1242		1.1253	2.4185				
1971-06-29		1.0230		7.4977			357.39		3.0548		7.1066	5.1591				4.1017			1.1244		1.1255	2.4190				
1971-06-30		1.0235		7.4960			357.40		3.0548		7.1048	5.1588				4.0989			1.1246		1.1258	2.4196				
1971-07-01		1.0232		7.4960			357.40		3.0548		7.1065	5.1600				4.0966			1.1243		1.1255	2.4190				
1971-07-02		1.0226		7.4959			357.40		3.0548		7.1066	5.1616				4.0989			1.1243		1.1255	2.4190				
1971-07-05		.		.			.		.		.	.				.			.		.	.				
1971-07-06		1.0230		7.5010			357.45		3.0553		7.1086	5.1638				4.1037			1.1240		1.1251	2.4181				
1971-07-07		1.0233		7.5001			357.46		3.0553		7.1061	5.1634				4.1049			1.1242		1.1254	2.4187				
1971-07-08		1.0230		7.5010			357.46		3.0553		7.1063	5.1652				4.1050			1.1242		1.1259	2.4185				
1971-07-09		1.0230		7.5010			357.40		3.0553		7.1061	5.1661				4.1061			1.1241		1.1252	2.4183				
1971-07-12		1.0231		7.5010			357.41		3.0553		7.1061	5.1680				4.1060			1.1240		1.1252	2.4182				
1971-07-13		1.0231		7.4998			357.44		3.0553		7.1048	5.1682				4.1038			1.1239		1.1251	2.4180				
1971-07-14		1.0230		7.5005			357.40		3.0553		7.1023	5.1643				4.0980			1.1242		1.1254	2.4187				
1971-07-15		1.0227		7.5016			357.40		3.0553		7.1021	5.1605				4.0939			1.1242		1.1254	2.4187				
1971-07-16		1.0228		7.5002			357.40		3.0553		7.1035	5.1621				4.0934			1.1243		1.1255	2.4189				
1971-07-19		1.0222		7.4991			357.39		3.0553		7.1034	5.1634				4.0915			1.1240		1.1252	2.4183				
1971-07-20		1.0203		7.4987			357.39		3.0531		7.1048	5.1614				4.0909			1.1240		1.1251	2.4182				
1971-07-21		1.0200		7.4970			357.40		3.0528		7.1035	5.1594				4.0886			1.1244		1.1255	2.4191				
1971-07-22		1.0175		7.4974			357.37		3.0548		7.1040	5.1600				4.0866			1.1243		1.1254	2.4188				
1971-07-23		1.0151		7.4974			357.36		3.0548		7.1061	5.1597				4.0866			1.1243		1.1255	2.4190				
1971-07-26		1.0176		7.4988			357.40		3.0553		7.1086	5.1609				4.0862			1.1239		1.1250	2.4180				
1971-07-27		1.0205		7.5005			357.37		3.0553		7.1105	5.1607				4.0862			1.1238		1.1250	2.4178				
1971-07-28		1.0221		7.4993			357.40		3.0553		7.1084	5.1596				4.0854			1.1241		1.1253	2.4185				
1971-07-29		1.0207		7.5007			357.40		3.0558		7.1080	5.1599				4.0871			1.1241		1.1253	2.4184				
1971-07-30		1.0188		7.4993			357.39		3.0553		7.1066	5.1591				4.0862			1.1241		1.1252	2.4184				
1971-08-02		1.0193		7.5007			357.41		3.0562		7.1068	5.1600				4.0878			1.1237		1.1248	2.4175				
1971-08-03		1.0195		7.5018			357.37		3.0567		7.1076	5.1615				4.0887			1.1235		1.1246	2.4170				
1971-08-04		1.0185		7.5015			357.37		3.0558		7.1059	5.1593				4.0607			1.1245		1.1256	2.4193				
1971-08-05		1.0168		7.5016			357.37		3.0562		7.1035	5.1596				4.0616			1.1240		1.1242	2.4183				
1971-08-06		1.0186		7.5005			357.37		3.0558		7.1035	5.1597				4.0699			1.1241		1.1253	2.4185				
1971-08-09		1.0063		7.4996			357.35		3.0531		7.1017	5.1598				4.0532			1.1245		1.1256	2.4192				
1971-08-10		1.0128		7.4963			357.39		3.0534		7.0972	5.1624				4.0582			1.1242		1.1254	2.4187				
1971-08-11		1.0143		7.4956			357.35		3.0531		7.0950	5.1614				4.0600			1.1247		1.1258	2.4197				
1971-08-12		1.0132		7.4948			357.40		3.0531		7.0947	5.1630				4.0527			1.1246		1.1258	2.4196				
1971-08-13		1.0119		7.4906			357.35		3.0531		7.0937	5.1593				4.0633			1.1246		1.1257	2.4195				
1971-08-16		1.0098		.			.		.		.	.				.			.		.	.				
1971-08-17		1.0067		.			.		.		.	.				.			.		.	.				
1971-08-18		1.0087		.			.		.		.	.				.			.		.	.				
1971-08-19		1.0112		.			.		.		.	.				.			.		.	.				
1971-08-20		1.0113		.			.		.		.	.				.			.		.	.				
1971-08-23		1.0128		7.4001			.		.		6.9727	5.1053				3.9932			1.1318		1.1330	2.4350				
1971-08-24		1.0143		7.3874			.		.		6.9234	5.0889				3.9761			1.1363		1.1375	2.4447				
1971-08-25		1.0121		7.3874			.		.		6.8999	5.0855				3.9748			1.1428		1.1440	2.4589				
1971-08-26		1.0106		7.3638			.		.		6.8776	5.0787				3.9651			1.1492		1.1504	2.4723				
1971-08-27		1.0100		7.3480			.		.		6.8861	5.0671				3.9732			1.1478		1.1489	2.4693				
1971-08-30		1.0135		7.3283			.		.		6.8884	5.0633				3.9878			1.1471		1.1485	2.4677				
1971-08-31		1.0142		7.3505			339.85		.		6.9143	5.0793				3.9936			1.1406		1.1417	2.4535				
1971-09-01		1.0162		7.3658			341.01		.		6.9216	5.0933				4.0024			1.1409		1.1420	2.4541				
1971-09-02		1.0143		7.3514			338.98		.		6.9210	5.0879				3.9992			1.1423		1.1434	2.4576				
1971-09-03		1.0146		7.3379			340.14		3.0084		6.9144	5.0807				3.9790			1.1432		1.1445	2.4590				
1971-09-06		.		.			.		.		.	.				.			.		.	.				
1971-09-07		1.0162		7.3363			339.79		3.0084		6.9380	5.0839				3.9999			1.1427		1.1438	2.4583				
1971-09-08		1.0161		7.3312			339.39		3.0026		6.9292	5.0913				3.9963			1.1427		1.1439	2.4584				
1971-09-09		1.0157		7.3346			339.07		3.0071		6.9292	5.0913				3.9948			1.1428		1.1440	2.4587				
1971-09-10		1.0159		7.3314			338.81		3.0026		6.9264	5.0897				3.9933			1.1431		1.1443	2.4592				
1971-09-13		1.0161		7.3312			338.98		3.0030		6.9230	5.0845				3.9984			1.1435		1.1447	2.4602				
1971-09-14		1.0153		7.3277			338.24		3.0075		6.9204	5.0798				3.9897			1.1465		1.1476	2.4670				
1971-09-15		1.0141		7.3176			338.41		3.0303		6.9125	5.0747				3.9853			1.1485		1.1497	2.4709				
1971-09-16		1.0142		7.3126			337.84		3.0157		6.9091	5.0736				3.9860			1.1485		1.1497	2.4710				
1971-09-17		1.0136		7.3040			337.95		2.9976		6.8975	5.0715				3.9864			1.1490		1.1501	2.4720				
1971-09-20		1.0120		7.3031			337.27		2.9963		6.8764	5.0656				3.9714			1.1500		1.1511	2.4743				
1971-09-21		1.0122		7.2822			337.34		2.9918		6.8766	5.0581				3.9751			1.1496		1.1508	2.4733				
1971-09-22		1.0119		7.3053			337.44		2.9963		6.8806	5.0599				3.9714			1.1500		1.1511	2.4740				
1971-09-23		1.0092		7.3040			337.27		2.9882		6.8816	5.0580				3.9563			1.1530		1.1541	2.4805				
1971-09-24		1.0066		7.2611			336.98		2.9869		6.8501	5.0314				3.9698			1.1539		1.1551	2.4825				
1971-09-27		1.0098		7.2935			336.25		2.9757		6.8579	5.0470				3.9689			1.1530		1.1541	2.4803				
1971-09-28		1.0099		7.2937			336.36		2.9744		6.8819	5.0452				3.9681			1.1518		1.1530	2.4782				
1971-09-29		1.0098		7.2905			335.57		2.9972		6.8697	5.0355				3.9594			1.1545		1.1557	2.4838				
1971-09-30		1.0093		7.2800			335.35		2.9766		6.8672	5.0273				3.9541			1.1549		1.1560	2.4847				
1971-10-01		1.0091		7.2743			333.39		2.9740		6.8611	5.0176				3.9588			1.1570		1.1582	2.4892				
1971-10-04		1.0082		7.2671			333.17		2.9806		6.8521	5.0163				3.9599			1.1569		1.1580	2.4889				
1971-10-05		1.0079		7.2674			333.14		2.9855		6.8493	5.0201				3.9596			1.1571		1.1582	2.4894				
1971-10-06		1.0075		7.2578			332.65		2.9878		6.8479	5.0130				3.9603			1.1567		1.1577	2.4882				
1971-10-07		1.0062		7.2668			332.61		2.9828		6.8460	5.0177				3.9604			1.1571		1.1582	2.4894				
1971-10-08		1.0057		7.2572			332.37		2.9784		6.8438	5.0176				3.9659			1.1574		1.1586	2.4802				
1971-10-11		.		.			.		.		.	.				.			.		.	.				
1971-10-12		1.0054		7.2648			330.52		2.9855		6.8416	5.0221				3.9699			1.1572		1.1583	2.4895				
1971-10-13		1.0056		7.2661			331.40		2.9788		6.8411	5.0272				3.9781			1.1570		1.1581	2.4891				
1971-10-14		1.0045		7.2646			330.85		2.9784		6.8443	5.0314				3.9824			1.1572		1.1584	2.4806				
1971-10-15		1.0051		7.2639			330.58		2.9788		6.8480	5.0302				3.9833			1.1569		1.1581	2.4889				
1971-10-18		1.0045		7.2648			329.60		2.9784		6.8481	5.0286				3.9727			1.1571		1.1583	2.4894				
1971-10-19		1.0036		7.2677			330.85		2.9784		6.8526	5.0256				3.9749			1.1571		1.1582	2.4893				
1971-10-20		1.0034		7.2642			331.07		2.9757		6.8515	5.0263				3.9755			1.1579		1.1591	2.4912				
1971-10-21		1.0034		7.2622			330.79		2.9775		6.8528	5.0262				3.9774			1.1584		1.1595	2.4921				
1971-10-22		1.0007		7.2611			330.36		2.9766		6.8533	5.0217				3.9799			1.1586		1.1598	2.4927				
1971-10-25		.		.			.		.		.	.				.			.		.	.				
1971-10-26		1.0019		7.2608			329.00		2.9735		6.8528	5.0164				3.9914			1.1592		1.1604	2.4940				
1971-10-27		1.0013		7.2600			329.54		2.9757		6.8523	5.0173				3.9948			1.1595		1.1606	2.4945				
1971-10-28		1.0017		7.2569			329.71		2.9718		6.8540	5.0176				3.9880			1.1592		1.1603	2.4938				
1971-10-29		1.0036		7.2576			329.50		2.9753		6.8538	5.0196				3.9927			1.1580		1.1592	2.4914				
1971-11-01		1.0054		7.2612			329.45		2.9753		6.8543	5.0247				3.9960			1.1586		1.1598	2.4927				
1971-11-02		.		.			.		.		.	.				.			.		.	.				
1971-11-03		1.0036		7.2807			329.50		2.9744		6.8621	5.0226				3.9917			1.1587		1.1600	2.4930				
1971-11-04		1.0042		7.2824			330.87		2.9762		6.8640	5.0245				3.9912			1.1587		1.1598	2.4928				
1971-11-05		1.0048		7.2802			329.16		2.9757		6.8634	5.0196				3.9911			1.1590		1.1602	2.4936				
1971-11-08		1.0058		7.2833			329.22		2.9744		6.8672	5.0220				3.9946			1.1588		1.1600	2.4931				
1971-11-09		1.0060		7.2611			329.16		2.9766		6.8684	5.0207				3.9946			1.1586		1.1597	2.4926				
1971-11-10		1.0053		7.2829			329.11		2.9771		6.8681	5.0207				3.9960			1.1586		1.1597	2.4925				
1971-11-11		1.0048		7.2820			329.11		2.9744		6.8681	5.0203				3.9952			1.1589		1.1601	2.4934				
1971-11-12		1.0045		7.2809			329.49		2.9762		6.8658	5.0136				3.9943			1.1591		1.1603	2.4937				
1971-11-15		1.0038		7.2818			328.73		2.9700		6.8687	5.0136				3.9944			1.1588		1.1600	2.4930				
1971-11-16		1.0034		7.2820			328.62		2.9762		6.8709	5.0094				3.9948			1.1587		1.1599	2.4929				
1971-11-17		1.0037		7.2642			328.80		2.9749		6.8693	5.0074				3.9960			1.1591		1.1603	2.4938				
1971-11-18		1.0036		7.2624			328.68		2.9727		6.8703	5.0088				3.9965			1.1590		1.1602	2.4935				
1971-11-19		1.0027		7.2514			328.40		2.9749		6.8674	5.0044				3.9839			1.1592		1.1603	2.4938				
1971-11-22		1.0027		7.2510			328.41		2.9749		6.8678	5.0010				3.9761			1.1591		1.1603	2.4937				
1971-11-23		1.0027		7.2202			328.19		2.9749		6.8564	4.9897				3.9647			1.1592		1.1604	2.4939				
1971-11-24		1.0026		7.2235			328.04		2.9749		6.8390	4.9775				3.9526			1.1590		1.1602	2.4935				
1971-11-25		.		.			.		.		.	.				.			.		.	.				
1971-11-26		1.0027		7.2146			327.60		2.9749		6.8338	4.9565				3.9555			1.1591		1.1603	2.4937				
1971-11-29		1.0027		7.2196			327.06		2.9637		6.8283	4.9427				3.9539			1.1592		1.1603	2.4938				
1971-11-30		1.0036		7.2227			327.44		2.9637		6.8376	4.9570				3.9555			1.1591		1.1603	2.4937				
1971-12-01		1.0030		7.2150			327.60		2.9637		6.8386	4.9346				3.9489			1.1592		1.1604	2.4939				
1971-12-02		1.0027		7.2179			326.00		2.9753		6.8190	4.9260				3.9335			1.1588		1.1599	2.4930				
1971-12-03		1.0026		7.2170			325.10		2.9722		6.8058	4.9257				3.9170			1.1613		1.1625	2.4985				
1971-12-06		1.0010		7.1951			326.53		2.9731		6.8068	4.9128				3.8948			1.1610		1.1621	2.4978				
1971-12-07		1.0011		7.1893			323.62		2.9678		6.7688	4.8888				3.8997			1.1625		1.1638	2.5011				
1971-12-08		0.9997		7.1965			323.50		2.9612		6.7696	4.8900				3.8986			1.1657		1.1669	2.5079				
1971-12-09		0.9978		7.1836			323.52		2.9503		6.7686	4.8959				3.9000			1.1702		1.1714	2.5175				
1971-12-10		0.9957		7.1889			323.10		2.9397		6.7636	4.8972				3.8998			1.1704		1.1717	2.5182				
1971-12-13		0.9967		7.1865			322.79		2.9412		6.7564	4.8969				3.9027			1.1708		1.1720	2.5190				
1971-12-14		0.9971		7.1910			322.58		2.9316		6.7407	4.8968				3.8850			1.1708		1.1722	2.5189				
1971-12-15		0.9969		7.1764			321.54		2.9330		6.7509	4.8924				3.8756			1.1710		1.1720	2.5192				
1971-12-16		0.9973		7.1672			320.00		2.9330		6.7429	4.8909				3.8826			1.1712		1.1724	2.5197				
